lot,AMIDON DE MAIS PE/NF - CENDRES SULFURIQUES,AMIDON DE MAIS PE/NF - PE,AMIDON DE MAIS PE/NF - PERTE A LA DESSICCATION,AMIDON DE MAIS PE/NF - pH,AMIDON DE MAIS PE/NF - RESIDU DE CALCINATION,AMIDON DE MAIS PE/NF - RESULTAT DGAT/g,AMIDON DE MAIS PE/NF - RESULTAT DMLT/g,CIRE CARNAUBA PE/NF - CENDRES TOTALES,CIRE CARNAUBA PE/NF - INDICE DE SAPONIFICATION,CIRE CARNAUBA PE/NF - PASSAGE au TAMIS,CIRE CARNAUBA PE/NF - POINT DE FUSION,CIRE CARNAUBA PE/NF - RESIDU DE CALCINATION,CROSPOVIDONE PE/NF - CENDRES SULFURIQUES,CROSPOVIDONE PE/NF - PASSAGE au TAMIS,CROSPOVIDONE PE/NF - PERTE A LA DESSICCATION,CROSPOVIDONE PE/NF - RESIDU DE TAMISAGE,CROSPOVIDONE PE/NF - TENEUR EN PRODUIT DOSE,CROSPOVIDONE PE/NF - TENEUR EN PRODUIT RECHERCHE,DIOXYDE TITANE PE/USP - PERTE A LA CALCINATION,DIOXYDE TITANE PE/USP - Perte à la dessiccation,DIOXYDE TITANE PE/USP - TENEUR EN PRODUIT DOSE,DIOXYDE TITANE PE/USP - TENEUR en SUBSTANCES SOLUBLES,HYPROMELLOSE 6MPAS PE/USP/JP - CENDRES SULFURIQUES,HYPROMELLOSE 6MPAS PE/USP/JP - PE,HYPROMELLOSE 6MPAS PE/USP/JP - PERTE à la DESSICCATION,HYPROMELLOSE 6MPAS PE/USP/JP - RESULTAT DGAT/g,HYPROMELLOSE 6MPAS PE/USP/JP - RESULTAT DMLT/g,HYPROMELLOSE 6MPAS PE/USP/JP - TEMPERATURE de FLOCULATION,HYPROMELLOSE 6MPAS PE/USP/JP - TENEUR EN PRODUIT DOSE 1,HYPROMELLOSE 6MPAS PE/USP/JP - TENEUR EN PRODUIT DOSE 2,LACTOSE MONOHYDRATE PE/NF - ABSORB. ENTRE 210 ET 220 NM,LACTOSE MONOHYDRATE PE/NF - ABSORB. ENTRE 270 ET 300 NM,LACTOSE MONOHYDRATE PE/NF - PASSAGE au TAMIS,LACTOSE MONOHYDRATE PE/NF - PE,LACTOSE MONOHYDRATE PE/NF - MASSE VOLUMIQUE APPARENTE (G/ML),LACTOSE MONOHYDRATE PE/NF - RESULTAT DGAT/g,LACTOSE MONOHYDRATE PE/NF - RESULTAT DMLT/g,LACTOSE MONOHYDRATE PE/NF - TENEUR EN EAU,MACROGOL/PEG 6000 PE/NF - CENDRES SULFURIQUES,MACROGOL/PEG 6000 PE/NF - MASSE MOLECULAIRE MOYENNE,MACROGOL/PEG 6000 PE/NF - pH,MACROGOL/PEG 6000 PE/NF - POINT de SOLIDIFICATION,MACROGOL/PEG 6000 PE/NF - RESIDU DE CALCINATION,MACROGOL/PEG 6000 PE/NF - TENEUR en EAU,MACROGOL/PEG 6000 PE/NF - VISCOSITE CINEMATIQUE,MAGNESIUM STEARATE VEG PE/NF - PERTE A LA DESSICCATION,MAGNESIUM STEARATE VEG PE/NF - RESULTAT DGAT/g,MAGNESIUM STEARATE VEG PE/NF - RESULTAT DMLT/g,MAGNESIUM STEARATE VEG PE/NF - TENEUR EN ACIDE STEARIQUE,MAGNESIUM STEARATE VEG PE/NF - TENEUR EN PRODUIT DOSE,POLOXAMERE 407 PE/NF (MICRONISE) - PH,POLOXAMERE 407 PE/NF (MICRONISE) - CENDRES TOTALES,POLOXAMERE 407 PE/NF (MICRONISE) - MASSE MOLECULAIRE MOYENNE,POLOXAMERE 407 PE/NF (MICRONISE) - PASSAGE au TAMIS,POLOXAMERE 407 PE/NF (MICRONISE) - Teneur en eau,POLOXAMERE 407 PE/NF (MICRONISE) - TENEUR EN OXYETHYLENE,SILICE COLLOIDALE ANH PE/NF - PERTE à la CALCINATION,SILICE COLLOIDALE ANH PE/NF - PERTE à la DESSICCATION,SILICE COLLOIDALE ANH PE/NF - PH,SILICE COLLOIDALE ANH PE/NF - TENEUR EN PRODUIT DOSE,pf
5A039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DRONEDARONE 400MG TABCO VR US
5A047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DRONEDARONE 400MG TABCO VR US
5A063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DRONEDARONE 400MG TABCO VR US
5A064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DRONEDARONE 400MG TABCO VR US
5A065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DRONEDARONE 400MG TABCO VR US
5A069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DRONEDARONE 400MG TABCO VR US
5A070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DRONEDARONE 400MG TABCO VR US
5A071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DRONEDARONE 400MG TABCO VR US
5A072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DRONEDARONE 400MG TABCO VR US
5A073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DRONEDARONE 400MG TABCO VR US
5A074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DRONEDARONE 400MG TABCO VR US
5A084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DRONEDARONE 400MG TABCO VR US
5A085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DRONEDARONE 400MG TABCO VR US
5A086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DRONEDARONE 400MG TABCO VR US
5A087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DRONEDARONE 400MG TABCO VR US
5A088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DRONEDARONE 400MG TABCO VR US
5A091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DRONEDARONE 400MG TABCO VR US
5A092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DRONEDARONE 400MG TABCO VR US
5A093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DRONEDARONE 400MG TABCO VR US
5A094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DRONEDARONE 400MG TABCO VR US
5A097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DRONEDARONE 400MG TABCO VR US
5A098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DRONEDARONE 400MG TABCO VR US
5A099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DRONEDARONE 400MG TABCO VR US
5A100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DRONEDARONE 400MG TABCO VR US
5A101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DRONEDARONE 400MG TABCO VR US
6A005,,,,,,,,,,,,,,,,,,,,,,,1.3764822920811899,10.455,1.44725022457313,100.0,100.0,61.0,28.2,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DRONEDARONE 400MG TABCO VR US
6A006,,,,,,,,,,,,,,,,,,,,,,,1.3764822920811899,10.455,1.44725022457313,100.0,100.0,61.0,28.2,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DRONEDARONE 400MG TABCO VR US
6A007,,,,,,,,,,,,,,,,,,,,,,,1.3764822920811899,10.455,1.44725022457313,100.0,100.0,61.0,28.2,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DRONEDARONE 400MG TABCO VR US
6A008,,,,,,,,,,,,,,,,,,,,,,,1.3764822920811899,10.455,1.44725022457313,100.0,100.0,61.0,28.2,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DRONEDARONE 400MG TABCO VR US
6A009,,,,,,,,,,,,,,,,,,,,,,,1.3764822920811899,10.455,1.44725022457313,100.0,100.0,61.0,28.2,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DRONEDARONE 400MG TABCO VR US
6A016,,,,,,,,,,,,,,,,,,,,,,,1.1282475227177209,10.338333333333333,1.5746826551820134,100.0,100.0,60.333333333333336,28.433333333333334,8.166666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DRONEDARONE 400MG TABCO VR US
6A017,,,,,,,,,,,,,,,,,,,,,,,1.0041301380359864,10.280000000000001,1.638398870486455,100.0,100.0,60.0,28.55,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DRONEDARONE 400MG TABCO VR US
6A018,,,,,,,,,,,,,,,,,,,,,,,1.0041301380359864,10.280000000000001,1.638398870486455,100.0,100.0,60.0,28.55,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DRONEDARONE 400MG TABCO VR US
6A019,,,,,,,,,,,,,,,,,,,,,,,1.0041301380359864,10.280000000000001,1.638398870486455,100.0,100.0,60.0,28.55,8.0,0.02,0.01,99.5742152688384,,0.556666666666667,5.0,1.0,3.4,,,,,,,,,,,,,,,,,,,,,,,DRONEDARONE 400MG TABCO VR US
6A020,0.1,10.14,12.5,5.5,0.1,55.0,25.0,,,,,,,,,,,,,,,,1.0041301380359864,10.280000000000001,1.638398870486455,100.0,100.0,60.0,28.55,8.0,0.02,0.01,99.5742152688384,,0.556666666666667,5.0,1.0,3.4,,,,,,,,,,,,,,,,,,,,,,,DRONEDARONE 400MG TABCO VR US
6A027,0.1,10.14,12.5,5.5,0.1,55.0,25.0,,,,,,0.0247696423261312,93.28537170263759,1.9,95.92794054394685,12.2098300894992,38.047619,,,,,0.8019143359543516,10.16,1.7737917289487999,100.0,100.0,60.0,28.7,8.8,0.01,0.0,98.41474289111241,,0.556521739130435,5.0,1.0,3.4,,,,,,,,3.4,10.0,10.0,66.1,4.915520690328517,,,,,,,,,,,DRONEDARONE 400MG TABCO VR US
6A028,0.1,10.14,12.5,5.5,0.1,55.0,25.0,,,,,,0.0247696423261312,93.28537170263759,1.9,95.92794054394685,12.2098300894992,38.047619,,,,,0.8019143359543516,10.16,1.7737917289487999,100.0,100.0,60.0,28.7,8.8,0.01,0.0,98.41474289111241,,0.556521739130435,5.0,1.0,3.4,,,,,,,,3.4,10.0,10.0,66.1,4.915520690328517,,,,,,,,,,,DRONEDARONE 400MG TABCO VR US
6A029,0.1,10.14,12.5,5.5,0.1,55.0,25.0,,,,,,0.0247696423261312,93.28537170263759,1.9,95.92794054394685,12.2098300894992,38.047619,,,,,0.8019143359543516,10.16,1.7737917289487999,100.0,100.0,60.0,28.7,8.8,0.01,0.0,98.41474289111241,,0.556521739130435,5.0,1.0,3.4,,,,,,,,3.4,10.0,10.0,66.1,4.915520690328517,,,,,,,,,,,DRONEDARONE 400MG TABCO VR US
6A030,0.1,10.14,12.5,5.5,0.1,55.0,25.0,,,,,,0.0247696423261312,93.28537170263759,1.9,95.92794054394685,12.2098300894992,38.047619,,,,,0.8019143359543516,10.16,1.7737917289487999,100.0,100.0,60.0,28.7,8.8,0.01,0.0,98.41474289111241,,0.556521739130435,5.0,1.0,3.4,,,,,,,,3.4,10.0,10.0,66.1,4.915520690328517,,,,,,,,,,,DRONEDARONE 400MG TABCO VR US
6A031,0.1,10.14,12.5,5.5,0.1,55.0,25.0,,,,,,0.0247696423261312,93.28537170263759,1.9,95.92794054394685,12.2098300894992,38.047619,,,,,0.8019143359543516,10.16,1.7737917289487999,100.0,100.0,60.0,28.7,8.8,0.01,0.0,98.41474289111241,,0.556521739130435,5.0,1.0,3.4,,,,,,,,3.4,10.0,10.0,66.1,4.915520690328517,,,,,,,,,,,DRONEDARONE 400MG TABCO VR US
6A037,0.1,10.14,12.5,5.5,0.1,55.0,25.0,,,,,,0.0247696423261312,93.28537170263759,1.9,95.92794054394685,12.2098300894992,38.047619,,,,,1.09928592829336,10.265,1.63197498289848,100.0,100.0,58.0,28.5,10.3,0.045000000000000005,0.025,99.22312911790779,,0.5216666666666671,7.5,5.5,3.4666666666666663,,,,,,,,3.4,10.0,10.0,66.1,4.915520690328517,,,,,,,,,,,DRONEDARONE 400MG TABCO VR US
6A038,0.1,10.14,12.5,5.5,0.1,55.0,25.0,,,,,,0.0247696423261312,93.28537170263759,1.9,95.92794054394685,12.2098300894992,38.047619,,,,,1.09928592829336,10.265,1.63197498289848,100.0,100.0,58.0,28.5,10.3,0.045000000000000005,0.025,99.22312911790779,,0.5216666666666671,7.5,5.5,3.4666666666666663,,,,,,,,3.4,10.0,10.0,66.1,4.915520690328517,,,,,,,,,,,DRONEDARONE 400MG TABCO VR US
6A039,0.1,10.14,12.5,5.5,0.1,55.0,25.0,,,,,,0.0247696423261312,93.28537170263759,1.9,95.92794054394685,12.2098300894992,38.047619,,,,,1.09928592829336,10.265,1.63197498289848,100.0,100.0,58.0,28.5,10.3,0.045000000000000005,0.025,99.22312911790779,,0.5216666666666671,7.5,5.5,3.4666666666666663,,,,,,,,3.4,10.0,10.0,66.1,4.915520690328517,,,,,,,,,,,DRONEDARONE 400MG TABCO VR US
6A040,0.1,10.34,12.8,5.4,0.1,10.0,5.0,,,,,,0.0247696423261312,93.28537170263759,1.9,95.92794054394685,12.2098300894992,38.047619,,,,,1.09928592829336,10.265,1.63197498289848,100.0,100.0,58.0,28.5,10.3,0.045000000000000005,0.025,99.22312911790779,,0.5216666666666671,7.5,5.5,3.4666666666666663,,,,,,,,3.4,10.0,10.0,66.1,4.915520690328517,,,,,,,,,,,DRONEDARONE 400MG TABCO VR US
6A041,0.1,10.24,12.65,5.45,0.1,32.5,15.0,,,,,,0.0247696423261312,93.28537170263759,1.9,95.92794054394685,12.2098300894992,38.047619,,,,,1.09928592829336,10.265,1.63197498289848,100.0,100.0,58.0,28.5,10.3,0.045000000000000005,0.025,99.22312911790779,,0.5216666666666671,7.5,5.5,3.4666666666666663,,,,,,,,3.4,10.0,10.0,66.1,4.915520690328517,,,,,,,,,,,DRONEDARONE 400MG TABCO VR US
6A050,0.1,10.34,12.8,5.4,0.1,10.0,5.0,,,,,,0.0247696423261312,93.28537170263759,1.9,95.92794054394685,12.2098300894992,38.047619,,,,,0.5433156684332187,10.147499999999999,1.12943528235868,100.0,100.0,60.0,28.4,9.0,0.025,0.01,99.8801079028874,10.11,0.532574468085106,10.0,10.0,5.2,0.1,6250.97602284395,6.6,59.0,0.0331295004231075,0.1,,3.4,10.0,10.0,66.1,4.915520690328517,,,,,,,,,,,DRONEDARONE 400MG TABCO VR US
6A051,0.1,10.34,12.8,5.4,0.1,10.0,5.0,,,,,,0.0247696423261312,93.28537170263759,1.9,95.92794054394685,12.2098300894992,38.047619,,,,,0.5433156684332187,10.147499999999999,1.12943528235868,100.0,100.0,60.0,28.4,9.0,0.025,0.01,99.8801079028874,10.11,0.532574468085106,10.0,10.0,5.2,0.1,6250.97602284395,6.6,59.0,0.0331295004231075,0.1,,3.4,10.0,10.0,66.1,4.915520690328517,,,,,,,,,,,DRONEDARONE 400MG TABCO VR US
6A052,0.1,10.34,12.8,5.4,0.1,10.0,5.0,0.049955080854581155,88.92561657151072,99.7024399920653,83.0,0.0375394637934946,0.0247696423261312,93.28537170263759,1.9,95.92794054394685,12.2098300894992,38.047619,,,,,0.5433156684332187,10.147499999999999,1.12943528235868,100.0,100.0,60.0,28.4,9.0,0.025,0.01,99.8801079028874,10.11,0.532574468085106,10.0,10.0,5.2,0.1,6250.97602284395,6.6,59.0,0.0331295004231075,0.1,,3.4,10.0,10.0,66.1,4.915520690328517,,,,,,,,,,,DRONEDARONE 400MG TABCO VR US
6A053,0.1,10.34,12.8,5.4,0.1,10.0,5.0,0.049955080854581155,88.92561657151072,99.7024399920653,83.0,0.0375394637934946,0.0247696423261312,93.28537170263759,1.9,95.92794054394685,12.2098300894992,38.047619,,,,,0.514973502649828,10.149999999999999,1.12943528235868,100.0,100.0,60.0,28.4,9.0,0.03666666666666667,0.016666666666666666,99.13247065557067,,0.5329481481481483,6.666666666666667,4.0,3.4444444444444446,0.1,6250.97602284395,6.6,59.0,0.0331295004231075,0.1,,3.4,10.0,10.0,66.1,4.915520690328517,,,,,,,,,,,DRONEDARONE 400MG TABCO VR US
6A054,0.1,10.34,12.8,5.4,0.1,10.0,5.0,0.049955080854581155,88.92561657151072,99.7024399920653,83.0,0.0375394637934946,0.0247696423261312,93.28537170263759,1.9,95.92794054394685,12.2098300894992,38.047619,,,,,0.514973502649828,10.149999999999999,1.12943528235868,100.0,100.0,60.0,28.4,9.0,0.02,0.0,98.95115373089642,,0.555511111111111,5.0,1.0,3.4,0.1,6250.97602284395,6.6,59.0,0.0331295004231075,0.1,,3.4,10.0,10.0,66.1,4.915520690328517,,,,,,,,,,,DRONEDARONE 400MG TABCO VR US
6A055,0.1,10.34,12.8,5.4,0.1,10.0,5.0,0.049955080854581155,88.92561657151072,99.7024399920653,83.0,0.0375394637934946,0.0123848211630656,91.9961807441688,1.7,74.36757651369993,12.259852849797475,28.97619044,,,,,0.514973502649828,10.149999999999999,1.12943528235868,100.0,100.0,60.0,28.4,9.0,0.02,0.0,98.95115373089642,,0.555511111111111,5.0,1.0,3.4,0.1,6250.97602284395,6.6,59.0,0.0331295004231075,0.1,,3.4,10.0,10.0,66.1,4.915520690328517,,,,,,,,,,,DRONEDARONE 400MG TABCO VR US
6A056,0.1,10.34,12.8,5.4,0.1,10.0,5.0,0.049955080854581155,88.92561657151072,99.7024399920653,83.0,0.0375394637934946,0.0,90.7069897857,1.5,52.807212483453,12.309875610095752,19.90476188,,,,,0.514973502649828,10.149999999999999,1.12943528235868,100.0,100.0,60.0,28.4,9.0,0.02,0.0,98.95115373089642,,0.555511111111111,5.0,1.0,3.4,0.1,6250.97602284395,6.6,59.0,0.0331295004231075,0.1,,3.4,10.0,10.0,66.1,4.915520690328517,,,,,,,,,,,DRONEDARONE 400MG TABCO VR US
6A062,0.1,10.3275,12.7,5.5,0.1,7.5,7.5,0.049955080854581155,88.92561657151072,99.7024399920653,83.0,0.0375394637934946,0.0,90.7069897857,1.5,52.807212483453,12.309875610095752,19.90476188,,,,,0.6,10.16,,100.0,100.0,,,,0.02,0.0,98.95115373089642,,0.555511111111111,5.0,1.0,3.4,0.1,6250.97602284395,6.6,59.0,0.0331295004231075,0.1,,3.4,10.0,10.0,66.1,4.915520690328517,,,,,,,,,,,DRONEDARONE 400MG TABCO VR US
